year,community_area,primary_type,count
2018,24,CONCEALED CARRY LICENSE VIOLATION,1
2018,24,CRIM SEXUAL ASSAULT,38
2018,24,WEAPONS VIOLATION,49
2018,24,MOTOR VEHICLE THEFT,288
2018,24,DECEPTIVE PRACTICE,620
2018,24,CRIMINAL SEXUAL ASSAULT,11
2018,24,CRIMINAL TRESPASS,164
2018,24,ASSAULT,445
2018,24,PUBLIC PEACE VIOLATION,31
2018,24,CRIMINAL DAMAGE,796
2018,25,CRIMINAL DAMAGE,1419
2018,25,SEX OFFENSE,70
2018,25,PUBLIC PEACE VIOLATION,114
2018,25,NARCOTICS,1400
2018,25,ROBBERY,778
2018,25,CRIMINAL SEXUAL ASSAULT,24
2018,25,DECEPTIVE PRACTICE,786
2018,25,LIQUOR LAW VIOLATION,10
2018,25,CONCEALED CARRY LICENSE VIOLATION,2
2018,25,GAMBLING,27
2018,25,OFFENSE INVOLVING CHILDREN,154
2018,25,ASSAULT,1225
2018,25,ARSON,38
2018,25,THEFT,2311
2018,25,BATTERY,3378
2018,25,BURGLARY,498
2018,25,MOTOR VEHICLE THEFT,662
2018,25,CRIMINAL TRESPASS,312
2018,25,KIDNAPPING,10
2018,25,INTERFERENCE WITH PUBLIC OFFICER,99
2018,25,NON-CRIMINAL,1
2018,25,STALKING,8
2018,25,PROSTITUTION,210
2018,25,HOMICIDE,56
2018,25,INTIMIDATION,4
2018,25,HUMAN TRAFFICKING,2
2018,25,WEAPONS VIOLATION,427
2018,25,OTHER OFFENSE,1071
2018,25,OBSCENITY,4
2018,25,CRIM SEXUAL ASSAULT,103
2018,26,GAMBLING,11
2018,26,CRIM SEXUAL ASSAULT,29
2018,26,OTHER OFFENSE,290
2018,26,BURGLARY,137
2018,26,CRIMINAL TRESPASS,196
2018,26,MOTOR VEHICLE THEFT,175
2018,26,OBSCENITY,1
2018,26,THEFT,631
2018,26,STALKING,3
2018,26,INTERFERENCE WITH PUBLIC OFFICER,54
2018,26,ASSAULT,395
2018,26,WEAPONS VIOLATION,158
2018,26,INTIMIDATION,3
2018,26,DECEPTIVE PRACTICE,199
2018,26,SEX OFFENSE,11
2018,26,CONCEALED CARRY LICENSE VIOLATION,2
2018,26,CRIMINAL DAMAGE,549
2018,26,NARCOTICS,1127
2018,26,HOMICIDE,27
2018,26,CRIMINAL SEXUAL ASSAULT,8
2018,26,ROBBERY,315
2018,26,LIQUOR LAW VIOLATION,6
2018,26,BATTERY,1128
2018,26,PUBLIC PEACE VIOLATION,50
2018,26,OFFENSE INVOLVING CHILDREN,39
2018,26,ARSON,9
2018,26,PROSTITUTION,190
2018,27,OBSCENITY,2
2018,27,ROBBERY,293
2018,27,ARSON,10
2018,27,NON-CRIMINAL (SUBJECT SPECIFIED),1
2018,27,BATTERY,1169
2018,27,DECEPTIVE PRACTICE,146
2018,27,GAMBLING,24
2018,27,INTIMIDATION,2
2018,27,BURGLARY,128
2018,27,SEX OFFENSE,20
2018,27,INTERFERENCE WITH PUBLIC OFFICER,39
2018,27,CONCEALED CARRY LICENSE VIOLATION,2
2018,27,MOTOR VEHICLE THEFT,170
2018,27,PUBLIC PEACE VIOLATION,39
2018,27,HOMICIDE,22
2018,27,CRIM SEXUAL ASSAULT,21
2018,27,ASSAULT,437
2018,27,THEFT,704
2018,27,CRIMINAL SEXUAL ASSAULT,5
2018,27,LIQUOR LAW VIOLATION,4
2018,27,WEAPONS VIOLATION,157
2018,27,CRIMINAL DAMAGE,478
2018,27,NARCOTICS,622
2018,27,OFFENSE INVOLVING CHILDREN,40
2018,27,OTHER OFFENSE,291
2018,27,STALKING,4
2018,27,KIDNAPPING,4
2018,27,CRIMINAL TRESPASS,116
2018,28,ARSON,7
2018,28,ASSAULT,658
2018,28,CRIM SEXUAL ASSAULT,53
2018,28,OTHER OFFENSE,449
2018,28,OBSCENITY,2
2018,28,NARCOTICS,188
2018,28,LIQUOR LAW VIOLATION,11
2018,28,INTIMIDATION,11
2018,28,INTERFERENCE WITH PUBLIC OFFICER,14
2018,28,CONCEALED CARRY LICENSE VIOLATION,3
2018,28,PROSTITUTION,1
2018,28,BURGLARY,281
2018,28,KIDNAPPING,2
2018,28,PUBLIC PEACE VIOLATION,31
2018,28,THEFT,3606
2018,28,WEAPONS VIOLATION,61
2018,28,GAMBLING,2
2018,28,MOTOR VEHICLE THEFT,365
2018,28,SEX OFFENSE,46
2018,28,ROBBERY,345
2018,28,BATTERY,1283
2018,28,NON-CRIMINAL,2
2018,28,CRIMINAL DAMAGE,809
2018,28,STALKING,8
2018,28,DECEPTIVE PRACTICE,892
2018,28,CRIMINAL TRESPASS,282
2018,28,OFFENSE INVOLVING CHILDREN,51
2018,28,CRIMINAL SEXUAL ASSAULT,14
2018,28,HOMICIDE,9
2018,29,OBSCENITY,1
2018,29,ASSAULT,686
2018,29,STALKING,6
2018,29,KIDNAPPING,3
2018,29,PUBLIC PEACE VIOLATION,51
2018,29,DECEPTIVE PRACTICE,307
2018,29,BURGLARY,297
2018,29,CRIMINAL SEXUAL ASSAULT,5
2018,29,GAMBLING,30
2018,29,CRIMINAL TRESPASS,251
2018,29,OTHER OFFENSE,495
2018,29,CRIMINAL DAMAGE,869
2018,29,INTIMIDATION,2
2018,29,PROSTITUTION,22
2018,29,HOMICIDE,32
2018,29,OFFENSE INVOLVING CHILDREN,79
2018,29,CRIM SEXUAL ASSAULT,48
2018,29,THEFT,1001
2018,29,ARSON,17
2018,29,LIQUOR LAW VIOLATION,5
2018,29,NARCOTICS,2190
2018,29,SEX OFFENSE,29
2018,29,WEAPONS VIOLATION,327
2018,29,ROBBERY,376
2018,29,CONCEALED CARRY LICENSE VIOLATION,11
2018,29,INTERFERENCE WITH PUBLIC OFFICER,89
2018,29,BATTERY,1929
2018,29,MOTOR VEHICLE THEFT,309
2018,30,THEFT,801
2018,30,ASSAULT,372
2018,30,OTHER OFFENSE,310
2018,30,HOMICIDE,8
2018,30,CRIMINAL SEXUAL ASSAULT,7
2018,30,NARCOTICS,273
2018,30,ROBBERY,195
2018,30,WEAPONS VIOLATION,165
2018,30,LIQUOR LAW VIOLATION,8
2018,30,DECEPTIVE PRACTICE,183
2018,30,PUBLIC PEACE VIOLATION,38
2018,30,SEX OFFENSE,35
2018,30,BATTERY,992
2018,30,OFFENSE INVOLVING CHILDREN,76
2018,30,PUBLIC INDECENCY,1
2018,30,BURGLARY,177
2018,30,STALKING,3
2018,30,INTIMIDATION,5
2018,30,ARSON,8
2018,30,KIDNAPPING,5
2018,30,CONCEALED CARRY LICENSE VIOLATION,4
2018,30,CRIM SEXUAL ASSAULT,29
2018,30,CRIMINAL DAMAGE,527
2018,30,INTERFERENCE WITH PUBLIC OFFICER,21
2018,30,PROSTITUTION,1
2018,30,OBSCENITY,1
2018,30,CRIMINAL TRESPASS,90
2018,30,MOTOR VEHICLE THEFT,249
2018,31,ASSAULT,220
2018,31,DECEPTIVE PRACTICE,155
2018,31,INTIMIDATION,6
2018,31,CRIM SEXUAL ASSAULT,14
2018,31,CONCEALED CARRY LICENSE VIOLATION,1
2018,31,NARCOTICS,64
2018,31,INTERFERENCE WITH PUBLIC OFFICER,4
2018,31,HOMICIDE,1
2018,31,CRIMINAL TRESPASS,70
2018,31,WEAPONS VIOLATION,54
2018,31,BATTERY,442
2018,31,CRIMINAL DAMAGE,299
2018,31,ARSON,2
2018,31,OTHER OFFENSE,136
2018,31,PUBLIC PEACE VIOLATION,13
2018,31,MOTOR VEHICLE THEFT,100
2018,31,SEX OFFENSE,15
2018,31,OFFENSE INVOLVING CHILDREN,20
2018,31,LIQUOR LAW VIOLATION,3
2018,31,ROBBERY,95
2018,31,CRIMINAL SEXUAL ASSAULT,7
2018,31,THEFT,566
2018,31,BURGLARY,118
2018,31,STALKING,1
2018,32,KIDNAPPING,2
2018,32,CRIMINAL SEXUAL ASSAULT,6
2018,32,LIQUOR LAW VIOLATION,11
2018,32,PUBLIC PEACE VIOLATION,71
2018,32,CRIMINAL TRESPASS,291
2018,32,INTIMIDATION,3
2018,32,NARCOTICS,96
2018,32,CONCEALED CARRY LICENSE VIOLATION,1
2018,32,INTERFERENCE WITH PUBLIC OFFICER,16
2018,32,ROBBERY,318
2018,32,ARSON,3
2018,32,WEAPONS VIOLATION,20
2018,32,MOTOR VEHICLE THEFT,123
2018,32,BATTERY,1028
2018,32,OFFENSE INVOLVING CHILDREN,7
2018,32,HUMAN TRAFFICKING,1
2018,32,CRIMINAL DAMAGE,467
2018,32,PROSTITUTION,1
2018,32,DECEPTIVE PRACTICE,1705
2018,32,HOMICIDE,4
2018,32,PUBLIC INDECENCY,2
2018,32,BURGLARY,76
2018,32,NON-CRIMINAL,1
2018,32,CRIM SEXUAL ASSAULT,41
2018,32,OTHER OFFENSE,284
2018,32,THEFT,5797
2018,32,SEX OFFENSE,40
2018,32,ASSAULT,475
2018,32,STALKING,7
2018,33,MOTOR VEHICLE THEFT,72
2018,33,SEX OFFENSE,11
2018,33,CRIMINAL SEXUAL ASSAULT,1
2018,33,OFFENSE INVOLVING CHILDREN,5
2018,33,THEFT,597
2018,33,PUBLIC PEACE VIOLATION,9
2018,33,OBSCENITY,1
2018,33,OTHER OFFENSE,112
2018,33,INTERFERENCE WITH PUBLIC OFFICER,1
2018,33,ARSON,2
2018,33,LIQUOR LAW VIOLATION,7
2018,33,ASSAULT,122
2018,33,INTIMIDATION,2
2018,33,BATTERY,289
2018,33,CRIM SEXUAL ASSAULT,11
2018,33,CRIMINAL DAMAGE,189
2018,33,CRIMINAL TRESPASS,54
2018,33,WEAPONS VIOLATION,13
2018,33,ROBBERY,49
2018,33,STALKING,1
2018,33,CONCEALED CARRY LICENSE VIOLATION,1
2018,33,NARCOTICS,20
2018,33,BURGLARY,32
2018,33,KIDNAPPING,1
2018,33,HOMICIDE,3
2018,33,DECEPTIVE PRACTICE,283
2018,34,ROBBERY,53
2018,34,ASSAULT,83
2018,34,INTIMIDATION,2
2018,34,CRIM SEXUAL ASSAULT,5
2018,34,PUBLIC PEACE VIOLATION,1
2018,34,OTHER OFFENSE,37
2018,34,CRIMINAL TRESPASS,27
2018,34,NARCOTICS,14
2018,34,WEAPONS VIOLATION,11
2018,34,MOTOR VEHICLE THEFT,51
2018,34,DECEPTIVE PRACTICE,95
2018,34,INTERFERENCE WITH PUBLIC OFFICER,4
2018,34,LIQUOR LAW VIOLATION,1
2018,34,BATTERY,184
2018,34,SEX OFFENSE,3
2018,34,BURGLARY,42
2018,34,OFFENSE INVOLVING CHILDREN,5
2018,34,THEFT,311
2018,34,CRIMINAL DAMAGE,94
2018,34,STALKING,1
2018,35,ASSAULT,239
2018,35,CRIMINAL TRESPASS,102
2018,35,GAMBLING,2
2018,35,THEFT,729
2018,35,CRIMINAL DAMAGE,251
2018,35,WEAPONS VIOLATION,22
2018,35,ARSON,1
2018,35,HOMICIDE,7
2018,35,SEX OFFENSE,8
2018,35,CRIM SEXUAL ASSAULT,16
2018,35,BATTERY,578
2018,35,OBSCENITY,1
2018,35,KIDNAPPING,2
2018,35,INTIMIDATION,2
2018,35,STALKING,3
2018,35,DECEPTIVE PRACTICE,196
2018,35,MOTOR VEHICLE THEFT,100
2018,35,NARCOTICS,48
2018,35,OFFENSE INVOLVING CHILDREN,20
2018,35,INTERFERENCE WITH PUBLIC OFFICER,6
2018,35,ROBBERY,113
2018,35,BURGLARY,52
2018,35,OTHER OFFENSE,221
2018,35,PUBLIC PEACE VIOLATION,16
2018,35,CRIMINAL SEXUAL ASSAULT,4
2018,36,OTHER OFFENSE,79
2018,36,ROBBERY,20
2018,36,BURGLARY,15
2018,36,HOMICIDE,1
2018,36,ASSAULT,66
2018,36,OFFENSE INVOLVING CHILDREN,8
2018,36,CONCEALED CARRY LICENSE VIOLATION,1
2018,36,NARCOTICS,4
2018,36,SEX OFFENSE,4
2018,36,THEFT,134
2018,36,CRIM SEXUAL ASSAULT,5
2018,36,MOTOR VEHICLE THEFT,26
2018,36,CRIMINAL DAMAGE,96
2018,36,CRIMINAL SEXUAL ASSAULT,1
2018,36,DECEPTIVE PRACTICE,69
2018,36,CRIMINAL TRESPASS,13
2018,36,PUBLIC PEACE VIOLATION,1
2018,36,BATTERY,131
2018,36,WEAPONS VIOLATION,6
2018,37,NARCOTICS,34
2018,37,PUBLIC PEACE VIOLATION,6
2018,37,OFFENSE INVOLVING CHILDREN,2
2018,37,DECEPTIVE PRACTICE,44
2018,37,CRIM SEXUAL ASSAULT,3
2018,37,OBSCENITY,1
2018,37,CRIMINAL TRESPASS,46
2018,37,HUMAN TRAFFICKING,1
2018,37,STALKING,1
2018,37,BURGLARY,12
2018,37,MOTOR VEHICLE THEFT,51
2018,37,WEAPONS VIOLATION,23
2018,37,THEFT,161
2018,37,SEX OFFENSE,3
2018,37,HOMICIDE,2
2018,37,CRIMINAL SEXUAL ASSAULT,2
2018,37,ASSAULT,72
2018,37,INTERFERENCE WITH PUBLIC OFFICER,12
2018,37,OTHER OFFENSE,56
2018,37,CRIMINAL DAMAGE,89
2018,37,ROBBERY,34
2018,37,BATTERY,178
2018,37,INTIMIDATION,2
2018,37,KIDNAPPING,1
2018,38,ASSAULT,282
2018,38,OFFENSE INVOLVING CHILDREN,34
2018,38,ROBBERY,147
2018,38,HUMAN TRAFFICKING,1
2018,38,MOTOR VEHICLE THEFT,159
2018,38,PUBLIC INDECENCY,1
2018,38,SEX OFFENSE,12
2018,38,LIQUOR LAW VIOLATION,1
2018,38,INTERFERENCE WITH PUBLIC OFFICER,17
2018,38,WEAPONS VIOLATION,46
2018,38,CRIMINAL DAMAGE,368
2018,38,PROSTITUTION,17
2018,38,CRIMINAL TRESPASS,57
2018,38,HOMICIDE,11
2018,38,DECEPTIVE PRACTICE,244
2018,38,ARSON,2
2018,38,BATTERY,762
2018,38,KIDNAPPING,2
2018,38,OTHER OFFENSE,231
2018,38,NARCOTICS,119
2018,38,OBSCENITY,1
2018,38,STALKING,3
2018,38,THEFT,614
2018,38,BURGLARY,118
2018,38,CRIM SEXUAL ASSAULT,13
2018,38,CRIMINAL SEXUAL ASSAULT,3
2018,38,PUBLIC PEACE VIOLATION,9
2018,39,INTIMIDATION,4
2018,39,OBSCENITY,1
2018,39,ASSAULT,118
2018,39,BATTERY,262
2018,39,PUBLIC PEACE VIOLATION,5
2018,39,MOTOR VEHICLE THEFT,71
2018,39,THEFT,372
2018,39,CRIM SEXUAL ASSAULT,5
2018,39,CRIMINAL SEXUAL ASSAULT,5
2018,39,NARCOTICS,12
2018,39,OTHER OFFENSE,104
2018,39,INTERFERENCE WITH PUBLIC OFFICER,2
2018,39,CRIMINAL DAMAGE,186
2018,39,OFFENSE INVOLVING CHILDREN,7
2018,39,DECEPTIVE PRACTICE,138
2018,39,BURGLARY,55
2018,39,CRIMINAL TRESPASS,46
2018,39,SEX OFFENSE,10
2018,39,WEAPONS VIOLATION,8
2018,39,ROBBERY,61
2018,39,ARSON,3
2018,39,HOMICIDE,1
2018,40,STALKING,5
2018,40,CRIMINAL TRESPASS,57
2018,40,CRIMINAL SEXUAL ASSAULT,3
2018,40,INTIMIDATION,2
2018,40,WEAPONS VIOLATION,65
2018,40,GAMBLING,5
2018,40,THEFT,461
2018,40,ROBBERY,102
2018,40,OFFENSE INVOLVING CHILDREN,27
2018,40,MOTOR VEHICLE THEFT,99
2018,40,CRIMINAL DAMAGE,487
2018,40,PROSTITUTION,4
2018,40,ASSAULT,276
2018,40,DECEPTIVE PRACTICE,115
2018,40,NARCOTICS,56
2018,40,HOMICIDE,11
2018,40,PUBLIC PEACE VIOLATION,17
2018,40,SEX OFFENSE,7
2018,40,KIDNAPPING,1
2018,40,BURGLARY,97
2018,40,CRIM SEXUAL ASSAULT,13
2018,40,OTHER OFFENSE,219
2018,40,INTERFERENCE WITH PUBLIC OFFICER,14
2018,40,BATTERY,679
2018,40,ARSON,2
2018,41,CRIMINAL DAMAGE,288
2018,41,SEX OFFENSE,7
2018,41,OBSCENITY,2
2018,41,WEAPONS VIOLATION,6
2018,41,CRIM SEXUAL ASSAULT,17
2018,41,KIDNAPPING,1
2018,41,CRIMINAL TRESPASS,34
2018,41,INTERFERENCE WITH PUBLIC OFFICER,1
2018,41,THEFT,661
2018,41,BURGLARY,104
2018,41,OFFENSE INVOLVING CHILDREN,16
2018,41,ASSAULT,103
2018,41,HUMAN TRAFFICKING,1
2018,41,ROBBERY,111
2018,41,OTHER OFFENSE,102
2018,41,DECEPTIVE PRACTICE,205
2018,41,STALKING,6
2018,41,LIQUOR LAW VIOLATION,2
2018,41,CRIMINAL SEXUAL ASSAULT,3
2018,41,PUBLIC PEACE VIOLATION,8
2018,41,MOTOR VEHICLE THEFT,64
2018,41,INTIMIDATION,2
2018,41,HOMICIDE,4
2018,41,NARCOTICS,10
2018,41,BATTERY,214
2018,42,KIDNAPPING,6
2018,42,OFFENSE INVOLVING CHILDREN,47
2018,42,GAMBLING,5
2018,42,INTERFERENCE WITH PUBLIC OFFICER,28
2018,42,NON-CRIMINAL,1
2018,42,CRIMINAL TRESPASS,95
2018,42,PUBLIC PEACE VIOLATION,15
2018,42,OBSCENITY,1
2018,42,ROBBERY,127
2018,42,NARCOTICS,173
2018,42,CRIMINAL DAMAGE,431
2018,42,OTHER OFFENSE,296
2018,42,BATTERY,786
2018,42,BURGLARY,176
2018,42,ARSON,6
2018,42,WEAPONS VIOLATION,81
2018,42,INTIMIDATION,9
2018,42,LIQUOR LAW VIOLATION,6
2018,42,THEFT,546
2018,42,STALKING,7
2018,42,SEX OFFENSE,12
2018,42,ASSAULT,313
2018,42,CONCEALED CARRY LICENSE VIOLATION,3
2018,42,HOMICIDE,13
2018,42,CRIM SEXUAL ASSAULT,27
2018,42,DECEPTIVE PRACTICE,192
2018,42,CRIMINAL SEXUAL ASSAULT,4
2018,42,MOTOR VEHICLE THEFT,104
2018,43,OBSCENITY,6
2018,43,CRIMINAL DAMAGE,1049
2018,43,GAMBLING,8
2018,43,OTHER OFFENSE,706
2018,43,DECEPTIVE PRACTICE,489
2018,43,PROSTITUTION,4
2018,43,BURGLARY,513
2018,43,CRIM SEXUAL ASSAULT,42
2018,43,INTERFERENCE WITH PUBLIC OFFICER,55
2018,43,BATTERY,2024
2018,43,CRIMINAL TRESPASS,210
2018,43,CRIMINAL SEXUAL ASSAULT,12
2018,43,THEFT,1485
2018,43,NARCOTICS,340
2018,43,OFFENSE INVOLVING CHILDREN,91
2018,43,ASSAULT,797
2018,43,STALKING,10
2018,43,ARSON,7
2018,43,INTIMIDATION,4
2018,43,LIQUOR LAW VIOLATION,3
2018,43,ROBBERY,296
2018,43,MOTOR VEHICLE THEFT,293
2018,43,SEX OFFENSE,31
2018,43,WEAPONS VIOLATION,178
2018,43,PUBLIC PEACE VIOLATION,38
2018,43,KIDNAPPING,5
2018,43,HOMICIDE,26
2018,43,CONCEALED CARRY LICENSE VIOLATION,2
2018,44,CONCEALED CARRY LICENSE VIOLATION,3
2018,44,NON-CRIMINAL,1
2018,44,THEFT,1588
2018,44,GAMBLING,6
2018,44,SEX OFFENSE,20
2018,44,CRIMINAL TRESPASS,173
2018,44,OFFENSE INVOLVING CHILDREN,53
2018,44,PUBLIC PEACE VIOLATION,26
2018,44,WEAPONS VIOLATION,170
2018,44,ASSAULT,560
2018,44,CRIMINAL SEXUAL ASSAULT,3
2018,44,INTIMIDATION,1
2018,44,STALKING,6
2018,44,MOTOR VEHICLE THEFT,188
2018,44,BATTERY,1344
2018,44,INTERFERENCE WITH PUBLIC OFFICER,27
2018,44,NARCOTICS,278
2018,44,OBSCENITY,2
2018,44,DECEPTIVE PRACTICE,398
2018,44,ARSON,8
2018,44,CRIMINAL DAMAGE,703
2018,44,BURGLARY,258
2018,44,PUBLIC INDECENCY,1
2018,44,HOMICIDE,16
2018,44,CRIM SEXUAL ASSAULT,33
2018,44,OTHER OFFENSE,445
2018,44,ROBBERY,243
2018,45,WEAPONS VIOLATION,40
2018,45,CRIM SEXUAL ASSAULT,8
2018,45,HOMICIDE,4
2018,45,NARCOTICS,29
2018,45,ROBBERY,37
2018,45,MOTOR VEHICLE THEFT,47
2018,45,OBSCENITY,1
2018,45,ARSON,1
2018,45,INTERFERENCE WITH PUBLIC OFFICER,6
2018,45,CRIMINAL TRESPASS,28
2018,45,CRIMINAL DAMAGE,154
2018,45,CONCEALED CARRY LICENSE VIOLATION,1
2018,45,ASSAULT,120
2018,45,INTIMIDATION,1
2018,45,DECEPTIVE PRACTICE,68
2018,45,OFFENSE INVOLVING CHILDREN,11
2018,45,BURGLARY,58
2018,45,THEFT,201
2018,45,OTHER OFFENSE,88
2018,45,SEX OFFENSE,8
2018,45,PUBLIC PEACE VIOLATION,7
2018,45,BATTERY,253
2018,46,BATTERY,1052
2018,46,ARSON,8
2018,46,OBSCENITY,2
2018,46,HOMICIDE,7
2018,46,CRIM SEXUAL ASSAULT,25
2018,46,OFFENSE INVOLVING CHILDREN,74
2018,46,WEAPONS VIOLATION,129
2018,46,KIDNAPPING,7
2018,46,CRIMINAL SEXUAL ASSAULT,8
2018,46,PUBLIC PEACE VIOLATION,19
2018,46,BURGLARY,257
2018,46,SEX OFFENSE,16
2018,46,OTHER OFFENSE,359
2018,46,INTIMIDATION,2
2018,46,ROBBERY,138
2018,46,GAMBLING,3
2018,46,ASSAULT,428
2018,46,STALKING,1
2018,46,THEFT,619
2018,46,DECEPTIVE PRACTICE,185
2018,46,CRIMINAL DAMAGE,484
2018,46,LIQUOR LAW VIOLATION,5
2018,46,CRIMINAL TRESPASS,119
2018,46,INTERFERENCE WITH PUBLIC OFFICER,43
2018,46,NARCOTICS,180
2018,46,MOTOR VEHICLE THEFT,174
2018,47,THEFT,62
2018,47,MOTOR VEHICLE THEFT,13
2018,47,CRIM SEXUAL ASSAULT,2
2018,47,OFFENSE INVOLVING CHILDREN,2
2018,47,DECEPTIVE PRACTICE,19
2018,47,NARCOTICS,31
2018,47,STALKING,1
2018,47,GAMBLING,3
2018,47,WEAPONS VIOLATION,24
2018,47,PUBLIC PEACE VIOLATION,2
2018,47,INTERFERENCE WITH PUBLIC OFFICER,3
2018,47,HOMICIDE,1
2018,47,BATTERY,67
2018,47,OTHER OFFENSE,25
2018,47,CRIMINAL TRESPASS,5
2018,47,ASSAULT,39
2018,47,ROBBERY,24
2018,47,CRIMINAL DAMAGE,49
2018,47,BURGLARY,18
2018,47,CRIMINAL SEXUAL ASSAULT,1
2018,48,ARSON,1
2018,48,HOMICIDE,1
2018,48,STALKING,1
2018,48,DECEPTIVE PRACTICE,111
2018,48,PUBLIC PEACE VIOLATION,9
2018,48,INTERFERENCE WITH PUBLIC OFFICER,6
2018,48,CRIMINAL DAMAGE,148
2018,48,ASSAULT,143
2018,48,BATTERY,282
2018,48,WEAPONS VIOLATION,47
2018,48,NARCOTICS,36
2018,48,OFFENSE INVOLVING CHILDREN,14
2018,48,MOTOR VEHICLE THEFT,87
2018,48,BURGLARY,66
2018,48,THEFT,241
2018,48,OTHER OFFENSE,131
2018,48,LIQUOR LAW VIOLATION,1
2018,48,CRIMINAL SEXUAL ASSAULT,3
2018,48,CRIMINAL TRESPASS,21
2018,48,ROBBERY,44
2018,48,SEX OFFENSE,3
2018,48,CRIM SEXUAL ASSAULT,7
2018,49,PROSTITUTION,69
2018,49,LIQUOR LAW VIOLATION,2
2018,49,CRIMINAL TRESPASS,221
2018,49,MOTOR VEHICLE THEFT,226
2018,49,BURGLARY,301
2018,49,CRIM SEXUAL ASSAULT,34
2018,49,CRIMINAL DAMAGE,885
2018,49,CRIMINAL SEXUAL ASSAULT,3
2018,49,KIDNAPPING,9
2018,49,WEAPONS VIOLATION,229
2018,49,OBSCENITY,1
2018,49,ASSAULT,654
2018,49,OTHER OFFENSE,643
2018,49,DECEPTIVE PRACTICE,318
2018,49,BATTERY,1467
2018,49,SEX OFFENSE,29
2018,49,NARCOTICS,358
2018,49,PUBLIC PEACE VIOLATION,45
2018,49,INTERFERENCE WITH PUBLIC OFFICER,82
2018,49,GAMBLING,4
2018,49,CONCEALED CARRY LICENSE VIOLATION,6
2018,49,OFFENSE INVOLVING CHILDREN,70
2018,49,STALKING,5
2018,49,ARSON,8
2018,49,HOMICIDE,22
2018,49,THEFT,1026
2018,49,INTIMIDATION,2
2018,49,ROBBERY,255
2018,50,BATTERY,232
2018,50,SEX OFFENSE,4
2018,50,ROBBERY,24
2018,50,CRIMINAL SEXUAL ASSAULT,1
2018,50,OBSCENITY,1
2018,50,CRIMINAL TRESPASS,35
2018,50,ARSON,2
2018,50,NARCOTICS,31
2018,50,STALKING,1
2018,50,CRIMINAL DAMAGE,96
2018,50,INTERFERENCE WITH PUBLIC OFFICER,9
2018,50,OTHER OFFENSE,135
2018,50,CRIM SEXUAL ASSAULT,4
2018,50,MOTOR VEHICLE THEFT,40
2018,50,OFFENSE INVOLVING CHILDREN,26
2018,50,PUBLIC PEACE VIOLATION,7
2018,50,DECEPTIVE PRACTICE,73
2018,50,KIDNAPPING,1
2018,50,ASSAULT,108
2018,50,NON-CRIMINAL,1
2018,50,THEFT,313
2018,50,WEAPONS VIOLATION,29
2018,50,HOMICIDE,3
2018,50,BURGLARY,37
2018,51,NON-CRIMINAL,2
2018,51,DECEPTIVE PRACTICE,104
2018,51,CRIM SEXUAL ASSAULT,11
2018,51,CRIMINAL SEXUAL ASSAULT,6
2018,51,PUBLIC PEACE VIOLATION,8
2018,51,WEAPONS VIOLATION,46
2018,51,CONCEALED CARRY LICENSE VIOLATION,2
2018,51,MOTOR VEHICLE THEFT,71
2018,51,INTIMIDATION,2
2018,51,OFFENSE INVOLVING CHILDREN,25
2018,51,CRIMINAL DAMAGE,169
2018,51,ROBBERY,55
2018,51,SEX OFFENSE,6
2018,51,STALKING,1
2018,51,INTERFERENCE WITH PUBLIC OFFICER,18
2018,51,HOMICIDE,4
2018,51,THEFT,432
2018,51,BATTERY,356
2018,51,ARSON,2
2018,51,CRIMINAL TRESPASS,58
2018,51,OTHER OFFENSE,132
2018,51,NARCOTICS,49
2018,51,ASSAULT,159
2018,51,BURGLARY,46
2018,52,PUBLIC PEACE VIOLATION,4
2018,52,ROBBERY,29
2018,52,STALKING,1
2018,52,CRIMINAL DAMAGE,157
2018,52,KIDNAPPING,3
2018,52,CRIM SEXUAL ASSAULT,8
2018,52,CRIMINAL TRESPASS,31
2018,52,WEAPONS VIOLATION,34
2018,52,MOTOR VEHICLE THEFT,63
2018,52,OTHER OFFENSE,92
2018,52,OBSCENITY,1
2018,52,HOMICIDE,2
2018,52,NARCOTICS,39
2018,52,INTERFERENCE WITH PUBLIC OFFICER,7
2018,52,BATTERY,274
2018,52,OFFENSE INVOLVING CHILDREN,18
2018,52,THEFT,146
2018,52,DECEPTIVE PRACTICE,41
2018,52,BURGLARY,46
2018,52,SEX OFFENSE,7
2018,52,ARSON,1
2018,52,ASSAULT,105
2018,53,CRIMINAL TRESPASS,93
2018,53,STALKING,2
2018,53,MOTOR VEHICLE THEFT,118
2018,53,SEX OFFENSE,8
2018,53,KIDNAPPING,4
2018,53,CRIMINAL DAMAGE,533
2018,53,PUBLIC PEACE VIOLATION,24
2018,53,GAMBLING,1
2018,53,CONCEALED CARRY LICENSE VIOLATION,3
2018,53,ARSON,5
2018,53,WEAPONS VIOLATION,186
2018,53,ROBBERY,115
2018,53,BATTERY,845
2018,53,INTERFERENCE WITH PUBLIC OFFICER,42
2018,53,NARCOTICS,171
2018,53,HOMICIDE,26
2018,53,THEFT,581
2018,53,CRIM SEXUAL ASSAULT,16
2018,53,INTIMIDATION,2
2018,53,LIQUOR LAW VIOLATION,4
2018,53,OTHER OFFENSE,425
2018,53,ASSAULT,376
2018,53,BURGLARY,223
2018,53,PROSTITUTION,14
2018,53,OFFENSE INVOLVING CHILDREN,61
